,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
623,Background,Background,Background,Tapetum R,WM Callosal body,PARIETO_OCCIPITAL_SULCUS_ventral,Background,Background,623,"[-20.532174672185405, -42.404340791256445, 15.018352373666133]"
624,Background,Background,Left VIIIa,Unclassified,Background,CEREBELLUM_VIIIab,Background,Background,624,"[-29.08766100518139, -53.60686564421832, -45.5226604289378]"
625,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Left I-IV,Superior cerebellar peduncle L,GM Hippocampus subiculum L,COLLATERAL_SULCUS,Background,DefaultC,625,"[13.354350349494723, -30.297025088390384, -16.688351732179513]"
626,Frontal Pole,L S_front_middle,Background,Anterior corona radiata R,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,SalVentAttnB,626,"[-29.179416260654648, 37.44427863826195, 20.824930006303575]"
627,Middle Frontal Gyrus,R G_front_middle,Background,Background,GM Broca's area BA45 R,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContB,627,"[51.36566792187514, 31.79811405336079, 33.99773457158463]"
628,Insular Cortex,R S_circular_insula_sup,Background,Cerebral peduncle L,Background,PUTAMEN_posterior,Background,Background,628,"[23.807167890269028, 6.692211032309899, 9.46839076923871]"
629,Frontal Pole,R G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultA,629,"[18.505284650325947, 43.93231536321542, 51.229883319274904]"
630,Frontal Pole,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterororstral,DefaultB,DefaultB,630,"[15.755639320583057, 54.563369040400545, 27.759487043411156]"
631,Background,Background,Background,Cingulum (hippocampus) L,GM Hippocampus dentate gyrus R,HIPPOCAMPUS,Background,Background,631,"[28.9947483801199, -33.99407564266912, 4.739681434177015]"
632,Middle Frontal Gyrus,R S_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContB,632,"[35.48376162060558, 32.89271443171697, 39.98365084958202]"
633,Precuneous Cortex,L S_subparietal,Background,Cingulum (cingulate gyrus) R,GM Superior parietal lobule 7M L,PRECUNEUS_ventral,DefaultB,DefaultA,633,"[-7.073399100385188, -58.53613035180615, 25.728172496171297]"
634,Background,Background,Right VI,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,634,"[28.49417555890693, -53.25196441739486, -28.439969076548415]"
635,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotB,635,"[55.38410415562046, -10.414564938969363, 44.33567163641494]"
636,Paracingulate Gyrus,R S_front_middle,Background,Retrolenticular part of internal capsule L,WM Callosal body,right_MIDDLE_FRONTAL_GYRUS_anterior,Background,DefaultA,636,"[19.725827121508985, 44.699630238408474, 12.522858440444267]"
637,Middle Frontal Gyrus,L S_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,SalVentAttnA,SalVentAttnB,637,"[-24.229745823152456, 33.62677754982687, 38.66421223885412]"
638,Background,Background,Right X,Unclassified,Background,right_CEREBELLUM_CRUSII_anterior,Background,Background,638,"[36.65367103962305, -45.41559720938038, -43.95722651339378]"
639,Background,Background,Background,Posterior limb of internal capsule R,WM Corticospinal tract L,THALAMUS_dorsal,Background,Background,639,"[-18.791426671045187, -18.789303445077238, 9.348075781864466]"
640,Background,Background,Right Crus II,Background,Background,CEREBELLUM_VI_posterior,Background,Background,640,"[9.858591110082997, -86.08212328884346, -31.550199346811752]"
641,Frontal Pole,Background,Background,Background,Background,right_FRONTAL_POLE_lateral,ContA,ContB,641,"[-33.704424935120116, 63.10751189620086, 11.064972586688327]"
642,Background,Background,Left I-IV,Medial lemniscus R,Background,CEREBELLUM_I-V,Background,Background,642,"[-0.06326841654387749, -40.79766989749551, -28.434127164593555]"
643,Insular Cortex,L G_Ins_lg_and_S_cent_ins,Background,External capsule R,GM Insula Ig2 L,PUTAMEN_posterior,SalVentAttnA,SalVentAttnA,643,"[-32.30517809661103, -12.142399967542872, 3.470840714387222]"
644,Paracingulate Gyrus,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,ContB,644,"[5.3456153582137915, 39.42986497462789, 38.648938641866025]"
645,"Lateral Occipital Cortex, inferior division",R S_occipital_ant,Background,Posterior corona radiata L,GM Visual cortex V5 R,FUSIFORM_GYRUS_dorsolateral,VisCent,DorsAttnA,645,"[41.315660602230906, -64.9524998281463, 8.553990133956859]"
646,Background,Background,Left I-IV,Inferior cerebellar peduncle L,Background,CEREBELLUM_I-V,Background,Background,646,"[0.8063852699244478, -48.78073891429351, -25.894334526144505]"
647,Temporal Pole,R G_temp_sup-Plan_polar,Background,Background,Background,SUPERIOR_TEMPORAL_GYRUS_anterior,LimbicA,LimbicA,647,"[43.33924667040651, 11.561510853026164, -19.629550569892373]"
648,Background,Background,Left Crus II,Background,Background,left_CEREBELLUM_CRUSII_posterior,Background,Background,648,"[-26.982102067634756, -72.713094403827, -38.86565957731229]"
649,Postcentral Gyrus,L G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a L,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,649,"[-0.7993652116301035, -34.591814192092684, 63.4681845594794]"
650,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 5L L,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,650,"[-13.124028214803843, -51.32004908309587, 67.27917498246859]"
651,Superior Frontal Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,651,"[0.8968510192466113, 27.02170616176545, 57.66361792051353]"
652,"Temporal Fusiform Cortex, posterior division",L S_oc-temp_med_and_Lingual,Background,Cingulum (hippocampus) R,GM Hippocampus cornu ammonis L,OCCIPITOTEMPORAL_GYRUS_lateral,LimbicA,DefaultC,652,"[-35.48013934215437, -33.525531854454655, -21.010455664338195]"
653,"Middle Temporal Gyrus, posterior division",R S_temporal_sup,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,653,"[56.09654545607066, -36.56964353125068, -1.986526425995521]"
654,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SomMotA,SomMotA,654,"[-13.87399162006622, -10.700549075947919, 64.75532560219386]"
655,Frontal Pole,R G_and_S_transv_frontopol,Background,Background,Background,FRONTAL_POLE,LimbicA,LimbicB,655,"[18.476810002072952, 68.8925148642785, -0.8310625686957849]"
656,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,ContA,656,"[-45.74920178975311, 25.34869610533147, 33.36395878153009]"
657,Parietal Operculum Cortex,L Lat_Fis-post,Background,Posterior corona radiata R,WM Superior longitudinal fascicle L,HESCHLS GYRUS,SomMotA,SomMotB,657,"[-30.026064010977734, -29.344616393352638, 21.53540310264873]"
658,"Temporal Fusiform Cortex, posterior division",L S_collat_transv_ant,Background,Uncinate fasciculus R,WM Optic radiation L,INFERIOR_TEMPORAL_GYRUS,LimbicA,LimbicA,658,"[-43.89599755563872, -13.533958813780885, -27.57755191253584]"
659,Postcentral Gyrus,L G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L L,POSTCENTRAL_SULCUS_dorsal,SomMotA,SomMotA,659,"[-19.652798477594033, -44.996558570269116, 73.57811848028462]"
660,Precentral Gyrus,R G_precentral,Background,Background,GM Premotor cortex BA6 R,SOMATOMOTOR_NETWORK_lateral,SalVentAttnA,SalVentAttnA,660,"[50.306021099108165, -1.88311356435824, 55.15838283638698]"
661,"Lateral Occipital Cortex, inferior division",L S_oc-temp_lat,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,DorsAttnA,661,"[-41.961699562583206, -69.80238135015617, -9.721647626140609]"
662,"Supramarginal Gyrus, anterior division",R S_postcentral,Background,Background,GM Inferior parietal lobule PFt R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,662,"[47.73972651801563, -24.253204534018522, 42.13342611841833]"
663,Background,Background,Right Crus I,Background,Background,right_CEREBELLUM_CRUSII_posterior,Background,Background,663,"[19.43510990534061, -78.56026536706483, -30.114603939778043]"
664,Occipital Fusiform Gyrus,L G_oc-temp_med-Lingual,Left VI,Background,GM Visual cortex V4 L,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,664,"[-16.75292920661957, -81.14693727127974, -14.719685856816895]"
665,Paracingulate Gyrus,L G_and_S_cingul-Ant,Background,Background,Background,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,665,"[0.03231701018361832, 42.46517028231557, -4.560759558111201]"
666,Frontal Pole,L G_and_S_transv_frontopol,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,DefaultB,DefaultA,666,"[-1.8820898517554667, 64.58223025389583, -2.6492357452370783]"
667,"Temporal Fusiform Cortex, posterior division",L S_circular_insula_inf,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,WM Optic radiation L,HIPPOCAMPUS,Background,Background,667,"[-42.66304520499749, -27.679816200000346, -12.659192482392598]"
668,Background,Background,Background,Genu of corpus callosum,WM Callosal body,CAUDATE,Background,Background,668,"[0.07972289539483768, 6.976769135293125, 18.450215499493666]"
669,Temporal Occipital Fusiform Cortex,R G_oc-temp_lat-fusifor,Right Crus I,Background,Background,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,DorsAttnA,669,"[46.992227899216886, -55.34874264074696, -22.1361488661396]"
670,Precuneous Cortex,R S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 5M R,PRECUNEUS_dorsal,DorsAttnB,ContC,670,"[7.9815342520195145, -49.288872635657896, 54.61001835886702]"
671,Background,Background,Right I-IV,Inferior cerebellar peduncle L,Background,CEREBELLUM_VERMIS,Background,Background,671,"[4.599939502026444, -45.835685636896244, -15.262130437485915]"
672,Intracalcarine Cortex,L S_oc_middle_and_Lunatus,Background,Background,WM Optic radiation L,POSTERIOR_VISUAL_NETWORK_ventromedial,Background,Background,672,"[-20.85508788264933, -84.1391647790214, 2.101456873572289]"
673,"Inferior Frontal Gyrus, pars triangularis",L G_front_inf-Opercular,Background,Background,GM Broca's area BA45 L,left_INFERIOR_FRONTAL_SULCUS,DefaultB,DefaultB,673,"[-58.09277975962843, 23.305645993908684, 19.58110962743524]"
674,Frontal Pole,L G_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultB,674,"[-16.180444519912953, 49.35693624410763, 35.55779585130429]"
675,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 7M L,PRECUNEUS_ventral,DefaultB,ContC,675,"[0.022510708801362966, -67.63754784605815, 33.389360043858716]"
676,Lingual Gyrus,R G_oc-temp_med-Lingual,Right V,Background,GM Visual cortex V3V R,MEDIAL_VISUAL_NETWORK_anteroventral,VisCent,VisPeri,676,"[12.57110334968938, -64.53859647018754, -4.035722771721723]"
677,Background,L S_circular_insula_inf,Background,Uncinate fasciculus R,GM Amygdala_centromedial group R,AMYGDALA,Background,Background,677,"[25.571006640055657, -7.67675699001073, -11.75267234279859]"
678,Insular Cortex,L S_circular_insula_sup,Background,External capsule R,WM Corticospinal tract L,PUTAMEN_posterior,Background,SalVentAttnA,678,"[-27.169704223037485, -2.803002145479752, 12.448304355206062]"
679,Parietal Operculum Cortex,R G_and_S_subcentral,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP1 R,HESCHLS GYRUS,SomMotA,SomMotB,679,"[46.58025919065474, -21.199032289613115, 18.915249035667344]"
680,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 7P L,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,680,"[-7.964602532626884, -70.8092342992139, 44.20949404174192]"
681,Frontal Orbital Cortex,L S_orbital_med-olfact,Background,Background,GM Mamillary body,CAUDATE_NUCLEUS_HEAD_and_NUCLEUS_ACCUMBENS,LimbicA,LimbicB,681,"[-4.621704242673474, 0.1116541276849432, -13.58982707778192]"
682,Frontal Pole,R G_and_S_frontomargin,Background,Background,Background,left_FRONTAL_POLE_lateral,ContA,ContB,682,"[33.02731115027248, 57.06068974634172, -12.273494764135535]"
683,Middle Frontal Gyrus,L S_front_middle,Background,Anterior corona radiata R,WM Callosal body,left_MIDDLE_FRONTAL_GYRUS_anterior,Background,SalVentAttnB,683,"[-26.812799120974248, 26.364377843379543, 27.13244919403661]"
684,Postcentral Gyrus,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L L,POSTCENTRAL_SULCUS_dorsal,SomMotA,SomMotA,684,"[-18.78516383818608, -40.8895543487978, 80.14209244052395]"
685,"Lateral Occipital Cortex, superior division",L S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 L,left_INTRAPARIETAL_SULCUS,DorsAttnB,ContA,685,"[-26.498358223116625, -66.14937250806477, 45.735170585074684]"
686,Frontal Pole,L G_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,SalVentAttnB,686,"[-48.662376712312685, 44.051463036463076, 20.896542519367316]"
687,Background,Background,Background,Body of corpus callosum,WM Fornix,THALAMUS_ventral,Background,Background,687,"[0.3310177450367746, -27.651237814722506, 9.939341606150634]"
688,"Middle Temporal Gyrus, anterior division",L G_temporal_middle,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,DefaultB,688,"[-56.095843951381184, -5.325368720579874, -26.814041553444845]"
689,Background,Background,Vermis Crus I,Background,Background,CEREBELLUM_VI_posterior,Background,Background,689,"[-7.108384159776207, -80.66743983359416, -24.991791905935067]"
690,"Inferior Temporal Gyrus, temporooccipital part",L S_oc-temp_lat,Background,Background,Background,FUSIFORM_GYRUS_ventrolateral,DorsAttnB,DorsAttnA,690,"[-48.990617071374544, -60.36247901014235, -8.671650310603155]"
691,Occipital Fusiform Gyrus,R S_oc-temp_med_and_Lingual,Background,Background,GM Visual cortex V4 R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,691,"[25.751594809871207, -66.7748190107576, -7.4097783885990935]"
692,Frontal Orbital Cortex,R G_orbital,Background,Background,Background,right_VENTROLATERAL_PREFRONTAL_CORTEX,DefaultB,DefaultB,692,"[39.97608696364591, 35.81500889843758, -15.60307849410647]"
693,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,693,"[-13.492012165649996, 25.72995022708676, 56.45794206667949]"
694,Occipital Pole,L G_occipital_sup,Background,Background,GM Inferior parietal lobule PGp L,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,694,"[-23.63379600466716, -92.30225450089416, 31.424750398629072]"
695,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SalVentAttnA,SalVentAttnA,695,"[-12.672873622457544, -4.632994816176591, 70.91612434601191]"
696,Postcentral Gyrus,R S_central,Background,Background,GM Primary motor cortex BA4p R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,696,"[21.760729886473243, -29.25898437012094, 60.112175391975256]"
697,Background,Background,Background,Anterior limb of internal capsule L,WM Fornix,THALAMUS_dorsal,Background,Background,697,"[5.007015769689573, -9.607105850080103, 1.5218865491956706]"
698,Frontal Pole,R G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,698,"[11.26876670181204, 47.59407503648356, 43.18214285863645]"
699,"Supramarginal Gyrus, anterior division",L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF L,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,699,"[-64.35592493338739, -31.575708235593922, 31.15847756641267]"
700,Superior Parietal Lobule,R S_postcentral,Background,Background,GM Primary somatosensory cortex BA2 R,POSTCENTRAL_SULCUS_dorsal,DorsAttnB,DorsAttnB,700,"[31.96764669053283, -41.307329977976536, 56.47057795087642]"
701,Background,Background,Left X,Corticospinal tract R,Background,Background,Background,Background,701,"[-0.38940138740986185, -23.07667155673589, -42.12828407319734]"
702,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7A R,PRECUNEUS_dorsal,DorsAttnB,ContC,702,"[0.06661859984824048, -57.08240129434563, 56.03424352250596]"
703,"Inferior Frontal Gyrus, pars triangularis",R Lat_Fis-ant-Horizont,Background,Background,GM Broca's area BA45 R,right_VENTROLATERAL_PREFRONTAL_CORTEX,SalVentAttnA,SalVentAttnB,703,"[48.71090096295225, 24.25150757862309, 1.0174464545866044]"
704,Background,Background,Background,Uncinate fasciculus L,GM Hippocampus cornu ammonis R,HIPPOCAMPUS,Background,Background,704,"[33.589502121037015, -39.89267063330274, 5.709723366379947]"
705,"Cingulate Gyrus, anterior division",L G_and_S_cingul-Mid-Post,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,CINGULATE_SULCUS_posterior,SomMotA,SalVentAttnA,705,"[-11.053289301192336, -10.940013734085056, 38.73973406179822]"
706,Paracingulate Gyrus,R G_and_S_cingul-Mid-Ant,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,SalVentAttnA,SalVentAttnB,706,"[7.835201299358019, 22.48559159610508, 40.48221023350705]"
707,Lingual Gyrus,R S_oc-temp_med_and_Lingual,Background,Posterior corona radiata L,WM Optic radiation R,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,707,"[22.48469989746387, -67.79149381690179, -0.5062882961898652]"
708,Precentral Gyrus,L G_precentral,Background,Background,GM Primary somatosensory cortex BA3b L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,708,"[-60.41408660824319, -4.112113563490283, 25.225085724753598]"
709,Frontal Orbital Cortex,R G_orbital,Background,Background,Background,PERI_INSULAR_SULCUS,DefaultB,DefaultB,709,"[39.36328244538561, 21.694778038545678, -16.6836851685388]"
710,Angular Gyrus,R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP1 R,right_INTRAPARIETAL_SULCUS,DorsAttnB,ContA,710,"[34.318431027403165, -50.96224064933409, 37.51701624225761]"
711,Background,Background,Background,Superior longitudinal fasciculus L,WM Superior occipito-frontal fascicle R,CAUDATE_dorsal,Background,Background,711,"[25.01860798860814, -3.1781041140564525, 20.11839942216767]"
712,"Middle Temporal Gyrus, temporooccipital part",L S_temporal_sup,Background,Superior longitudinal fasciculus R,Background,left_ANGULAR_GYRUS,SalVentAttnA,TempPar,712,"[-52.26304199615979, -50.38260624010195, 4.143158692762455]"
